0,0,0,0,0,0,0,0,0,0,0
0,0.00220274,0.0124417,0.0296021,0.0514101,0.0747069,0.0970293,0.121453,0.160065,0.198482,0
0,0.00772714,0.0280565,0.059059,0.0977642,0.139407,0.177062,0.202074,0.203399,0.159231,0
0,0.00993526,0.0328848,0.0664123,0.108214,0.153298,0.191857,0.20965,0.190229,0.114347,0
0,0.0088065,0.027941,0.0561196,0.0932404,0.135805,0.173156,0.187998,0.162728,0.087427,0
0,0.00447234,0.0137215,0.0293764,0.0547827,0.0899917,0.126536,0.145875,0.127789,0.0665846,0
0,-0.00250762,-0.00779283,-0.0110687,-0.00581113,0.0134406,0.0454035,0.0755748,0.0787234,0.0446527,0
0,-0.00969344,-0.0298548,-0.0551947,-0.0786491,-0.0893792,-0.0764151,-0.0392552,-8.14845e-05,0.0122524,0
0,-0.012742,-0.0408695,-0.082946,-0.136557,-0.190959,-0.224098,-0.210712,-0.144645,-0.0621679,0
0,-0.00848759,-0.0310059,-0.071252,-0.134978,-0.222701,-0.318782,-0.385982,-0.372291,-0.227987,0
0,1.03078e-05,-0.00591655,-0.0205792,-0.0499216,-0.10411,-0.192205,-0.307061,-0.40621,-0.393008,0
0,0,0,0,0,0,0,0,0,0,0
