0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.67098e-05,0.00207914,0.00668989,0.0134747,0.0220207,0.0318582,0.0424785,0.0534032,0.0643602,0.0756172,0.0885338,0.106361,0.134769,0.178207,0.210524,0
0,0.00201008,0.00853902,0.019559,0.034559,0.0528033,0.0734307,0.0954956,0.118045,0.140288,0.161827,0.182798,0.203356,0.221149,0.223511,0.168223,0
0,0.00368338,0.0132271,0.0278428,0.0467903,0.0692717,0.0943793,0.121041,0.147998,0.173833,0.197023,0.215804,0.227396,0.225775,0.197278,0.119874,0
0,0.00450632,0.015362,0.0311685,0.0510429,0.0742722,0.10008,0.127435,0.15491,0.180592,0.202063,0.216324,0.21938,0.20506,0.162521,0.086532,0
0,0.00459426,0.0152297,0.0302717,0.0488823,0.0705586,0.0947716,0.120666,0.146809,0.171007,0.190261,0.200852,0.198347,0.177344,0.132612,0.0642238,0
0,0.00409656,0.0132332,0.0259185,0.0415651,0.0599913,0.0810092,0.104068,0.127924,0.150363,0.168096,0.176981,0.1725,0.150171,0.107954,0.0486337,0
0,0.00308859,0.00965467,0.018668,0.0299509,0.0437159,0.0601768,0.079199,0.0999424,0.120486,0.137551,0.146723,0.143264,0.12356,0.0866278,0.0368519,0
0,0.00160686,0.00472236,0.00900508,0.0147667,0.0226248,0.033203,0.0468503,0.0633221,0.081355,0.0981319,0.109269,0.109566,0.0954258,0.0662275,0.0268447,0
0,-0.000281997,-0.00124816,-0.00244863,-0.0030912,-0.00221377,0.0011699,0.00788878,0.0183958,0.0324151,0.0482129,0.0621825,0.0688274,0.0630992,0.0443698,0.0171016,0
0,-0.00237742,-0.0077227,-0.0147665,-0.0223406,-0.0292528,-0.034253,-0.0360824,-0.0336266,-0.0261607,-0.0135994,0.00231468,0.0168514,0.0228494,0.0183353,0.00644251,0
0,-0.00432588,-0.0137322,-0.0263381,-0.0408562,-0.0560719,-0.0705856,-0.0827254,-0.0905886,-0.0922095,-0.0859353,-0.071423,-0.0509102,-0.0306639,-0.0158976,-0.00612746,0
0,-0.00560486,-0.0178548,-0.0347535,-0.0552555,-0.078418,-0.102943,-0.126935,-0.147811,-0.162342,-0.166943,-0.15841,-0.13525,-0.100001,-0.0620674,-0.0241731,0
0,-0.00565216,-0.0185284,-0.0371859,-0.0611914,-0.0902272,-0.123519,-0.159419,-0.195109,-0.226434,-0.247933,-0.253187,-0.235752,-0.191812,-0.129503,-0.0560186,0
0,-0.00417699,-0.0148046,-0.0314979,-0.0545812,-0.0846256,-0.121944,-0.165989,-0.214753,-0.264259,-0.308264,-0.338187,-0.343306,-0.3116,-0.233357,-0.119907,0
0,-0.00159012,-0.00754978,-0.0183773,-0.0347014,-0.0576543,-0.0887664,-0.129466,-0.18024,-0.239628,-0.303326,-0.363531,-0.408209,-0.419478,-0.370335,-0.235576,0
0,0.00061736,-0.000411767,-0.00348784,-0.00866967,-0.0163737,-0.0275764,-0.0439546,-0.0680282,-0.103054,-0.15218,-0.216477,-0.29192,-0.365241,-0.406189,-0.343283,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
