0,0.0237436,0.0196297,0.0139481,0.00822378,0.00283899,-0.00238626,-0.00778373,-0.0135313,-0.0192427,-0.0233873,0
0,0.0307809,0.0295443,0.021249,0.0126917,0.00455043,-0.00341664,-0.0117303,-0.0206966,-0.0297091,-0.0318913,0
0,0.036309,0.0365245,0.0266802,0.0160982,0.00595556,-0.00403302,-0.0145403,-0.0259961,-0.0373315,-0.038597,0
0,0.0402075,0.0420384,0.0310837,0.0189526,0.00722949,-0.00438549,-0.016696,-0.0302318,-0.0435299,-0.0437696,0
0,0.0432735,0.0466771,0.0349027,0.0214924,0.00843246,-0.0045828,-0.0184758,-0.0338721,-0.0489067,-0.0481251,0
0,0.0457747,0.0507196,0.0383231,0.0238221,0.00959108,-0.00467262,-0.0200029,-0.0371164,-0.0537423,-0.0519498,0
0,0.0478512,0.0543026,0.0414373,0.0259932,0.0107213,-0.00467247,-0.0213288,-0.0400524,-0.0581636,-0.0553714,0
0,0.0496231,0.057537,0.044319,0.0280446,0.01183,-0.00460606,-0.022507,-0.0427637,-0.0622835,-0.0585113,0
0,0.0511464,0.0604781,0.0470032,0.0299944,0.0129211,-0.0044819,-0.0235585,-0.0452835,-0.0661498,-0.0614172,0
0,0.0524615,0.0631667,0.0495163,0.0318571,0.0139992,-0.00430456,-0.0244967,-0.0476346,-0.0697953,-0.0641225,0
0,0.0536224,0.0656527,0.0518908,0.0336486,0.015065,-0.00408751,-0.0253486,-0.0498569,-0.0732726,-0.0666834,0
0,0.0546475,0.0679579,0.0541402,0.0353759,0.0161205,-0.00383325,-0.0261209,-0.0519616,-0.0765982,-0.0691137,0
0,0.0555507,0.0700986,0.0562749,0.0370449,0.017168,-0.00354219,-0.0268169,-0.0539548,-0.079782,-0.0714223,0
0,0.0563653,0.0721057,0.0583149,0.0386648,0.018207,-0.00322436,-0.0274554,-0.0558635,-0.0828583,-0.073646,0
0,0.0570969,0.0739882,0.0602656,0.0402383,0.0192383,-0.00288018,-0.0280379,-0.0576902,-0.0858317,-0.0757867,0
0,0.0577568,0.0757589,0.0621349,0.0417694,0.0202625,-0.00251189,-0.0285694,-0.0594428,-0.0887124,-0.0778542,0
0,0.0583467,0.0774226,0.063926,0.04326,0.0212811,-0.00211828,-0.0290488,-0.0611202,-0.0915002,-0.0798465,0
0,0.05889,0.0790004,0.0656526,0.044716,0.0222928,-0.00170757,-0.0294907,-0.0627427,-0.0942204,-0.0817913,0
0,0.0593855,0.0804946,0.0673157,0.046138,0.023298,-0.00127903,-0.029894,-0.064309,-0.0968716,-0.0836844,0
0,0.0598387,0.0819123,0.0689199,0.0475281,0.0242971,-0.000833879,-0.0302613,-0.0658229,-0.0994587,-0.0855303,0
0,0.0602546,0.0832597,0.0704691,0.0488882,0.0252902,-0.000373467,-0.0305954,-0.0672883,-0.101987,-0.0873333,0
0,0.06063,0.0845365,0.0719633,0.0502186,0.0262783,0.000104287,-0.0308931,-0.0687011,-0.104451,-0.0890872,0
0,0.0609833,0.0857591,0.073413,0.0515238,0.0272601,0.000592135,-0.0311669,-0.0700786,-0.106873,-0.090815,0
0,0.0613102,0.0869262,0.0748173,0.0528033,0.0282358,0.00109141,-0.0314145,-0.0714171,-0.109247,-0.0925097,0
0,0.0616134,0.0880417,0.0761788,0.0540583,0.0292056,0.00160148,-0.0316373,-0.0727188,-0.111576,-0.0941735,0
0,0.0618954,0.0891094,0.0775,0.05529,0.0301696,0.0021215,-0.0318368,-0.0739859,-0.113864,-0.0958084,0
0,0.0621582,0.0901324,0.0787829,0.0564995,0.0311278,0.00265066,-0.0320146,-0.0752205,-0.116112,-0.0974163,0
0,0.0623967,0.0911081,0.0800261,0.0576861,0.0320813,0.00319154,-0.0321666,-0.0764169,-0.118313,-0.0989888,0
0,0.062627,0.0920503,0.0812386,0.0588539,0.0330285,0.00373734,-0.0323044,-0.077591,-0.120486,-0.100547,0
0,0.0628433,0.0929559,0.0824182,0.0600016,0.0339696,0.00428976,-0.0324248,-0.0787382,-0.122626,-0.102083,0
0,0.0630468,0.0938272,0.0835668,0.0611302,0.0349049,0.0048485,-0.0325287,-0.0798596,-0.124734,-0.103597,0
0,0.0632388,0.0946664,0.0846857,0.0622405,0.0358344,0.00541303,-0.0326169,-0.0809565,-0.126811,-0.105091,0
0,0.0634204,0.0954754,0.0857764,0.063333,0.036758,0.00598281,-0.0326905,-0.0820301,-0.128858,-0.106565,0
0,0.0635925,0.0962559,0.08684,0.0644083,0.0376759,0.00655732,-0.0327504,-0.0830816,-0.130876,-0.10802,0
0,0.0637561,0.0970095,0.0878779,0.065467,0.0385881,0.00713607,-0.0327975,-0.0841122,-0.132867,-0.109456,0
0,0.0639118,0.097738,0.0888912,0.0665097,0.0394944,0.00771861,-0.0328326,-0.0851229,-0.134832,-0.110875,0
0,0.0640605,0.0984425,0.0898808,0.0675368,0.0403949,0.00830448,-0.0328566,-0.0861147,-0.136772,-0.112277,0
