0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4.06939e-06,0.00214288,0.00665544,0.0132711,0.0215898,0.0311066,0.0412132,0.0512614,0.0607321,0.0695577,0.0786806,0.0910511,0.11328,0.156141,0.210924,0
0,0.00195028,0.00823509,0.0188912,0.0335194,0.0514434,0.0717553,0.0933316,0.114914,0.135318,0.153801,0.170528,0.186872,0.204301,0.215904,0.170097,0
0,0.00351377,0.0127369,0.0271088,0.0460693,0.068888,0.0945793,0.121843,0.149072,0.174469,0.196288,0.213034,0.223185,0.223061,0.198926,0.117737,0
0,0.00431823,0.0149997,0.0309794,0.0515789,0.0761379,0.103767,0.133154,0.162459,0.189334,0.211088,0.224845,0.227245,0.212721,0.169441,0.0849853,0
0,0.00446246,0.0151891,0.030901,0.0509695,0.0749492,0.10219,0.1315,0.16091,0.187629,0.20823,0.218939,0.215621,0.192797,0.142636,0.0645392,0
0,0.00403609,0.0134805,0.0271657,0.0447378,0.0661388,0.091116,0.118754,0.147114,0.173124,0.19282,0.201855,0.195821,0.169946,0.119781,0.0505421,0
0,0.00304441,0.00992022,0.0198831,0.0330566,0.0499203,0.0707752,0.0951822,0.121477,0.146559,0.166145,0.175442,0.169821,0.145107,0.0991018,0.03967,0
0,0.00148439,0.00460931,0.00930937,0.0162886,0.0266225,0.0412787,0.0605248,0.0833265,0.106965,0.127151,0.138719,0.136616,0.116799,0.078292,0.0298851,0
0,-0.000541687,-0.00202866,-0.00372854,-0.00442516,-0.00254138,0.00356956,0.0151033,0.0321158,0.0528864,0.0736721,0.0891563,0.0935962,0.0824314,0.0549528,0.0197227,0
0,-0.00274038,-0.00905931,-0.0175388,-0.0267264,-0.0348308,-0.0396843,-0.0390514,-0.0313092,-0.0163705,0.0034975,0.0234808,0.0371416,0.0386787,0.0265401,0.00793344,0
0,-0.00462003,-0.015047,-0.0295571,-0.0469076,-0.0655705,-0.0832724,-0.0969204,-0.10307,-0.0990019,-0.084184,-0.061485,-0.037174,-0.0186881,-0.00994993,-0.00678462,0
0,-0.00560245,-0.0183496,-0.0367682,-0.0602964,-0.08824,-0.118939,-0.149165,-0.17404,-0.187867,-0.185938,-0.166847,-0.13413,-0.0955788,-0.0589434,-0.0264014,0
0,-0.00525458,-0.0177193,-0.0366711,-0.0624622,-0.0956322,-0.135987,-0.181516,-0.22745,-0.266134,-0.288348,-0.286077,-0.255785,-0.200515,-0.12936,-0.0551554,0
0,-0.00356572,-0.0130665,-0.0286871,-0.051422,-0.082831,-0.124524,-0.177103,-0.238561,-0.302653,-0.358368,-0.391496,-0.388132,-0.338602,-0.240961,-0.108627,0
0,-0.00114308,-0.00602462,-0.015388,-0.0301296,-0.0518088,-0.0827606,-0.125781,-0.183139,-0.254589,-0.334638,-0.410565,-0.462999,-0.468531,-0.401739,-0.238954,0
0,0.000669367,4.90177e-06,-0.0024977,-0.00701399,-0.0140639,-0.0247276,-0.0407584,-0.0647085,-0.0999856,-0.150341,-0.217784,-0.298362,-0.376883,-0.420526,-0.359983,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
