0,0,0,0,0,0,0,0,0,0,0,1
0,-0.00200317,-0.00969386,-0.0162903,-0.0205482,-0.0217452,-0.0200743,-0.0187785,-0.0274639,-0.0536275,0.192485,1
0,-0.00980861,-0.0299434,-0.0465427,-0.0574814,-0.0606061,-0.0546937,-0.0430246,-0.0362017,-0.00904864,0.350599,1
0,-0.0200837,-0.053498,-0.0800102,-0.0979195,-0.103158,-0.0910425,-0.0617074,-0.0226428,0.0673289,0.466699,1
0,-0.0297835,-0.0742721,-0.109292,-0.134476,-0.143304,-0.125783,-0.0765847,0.000154513,0.143528,0.554177,1
0,-0.0358026,-0.0863157,-0.127562,-0.160736,-0.176571,-0.158508,-0.0933579,0.0190137,0.206296,0.617957,1
0,-0.0349897,-0.0843083,-0.128234,-0.169247,-0.196212,-0.186435,-0.116821,0.0213869,0.243943,0.655038,1
0,-0.0259471,-0.0660678,-0.106807,-0.151803,-0.191126,-0.19959,-0.144835,-0.00344954,0.240692,0.652448,1
0,-0.0118223,-0.0362922,-0.0652721,-0.103807,-0.147978,-0.177764,-0.158518,-0.0537438,0.1705,0.587344,1
0,-0.000901096,-0.00887075,-0.0194185,-0.0371466,-0.0657674,-0.0991301,-0.114217,-0.0776115,0.0501852,0.374476,1
0,0,0,0,0,0,0,0,0,0,0,1
