0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3.08451e-05,-0.00211995,-0.00447375,-0.00656205,-0.00824782,-0.00942669,-0.00999633,-0.00991695,-0.00931881,-0.00865373,-0.00893223,-0.012163,-0.0220071,-0.0426259,-0.0545395,0.211237,1
0,-0.00189853,-0.00838906,-0.0151084,-0.0211618,-0.0261354,-0.0296933,-0.0315183,-0.0314357,-0.0296504,-0.0270547,-0.0255694,-0.0284106,-0.0393333,-0.0541206,-0.00862039,0.381508,1
0,-0.00539028,-0.0175966,-0.0294596,-0.0400953,-0.04892,-0.0553427,-0.0587324,-0.0586059,-0.0549817,-0.0488003,-0.0422348,-0.0384746,-0.0391168,-0.0298888,0.0726685,0.499401,1
0,-0.0096866,-0.0282633,-0.04542,-0.0606702,-0.0734483,-0.0829342,-0.0880761,-0.0878598,-0.0817986,-0.0704915,-0.0559224,-0.0408,-0.0245138,0.0134734,0.157209,0.58452,1
0,-0.0141286,-0.0389767,-0.0611151,-0.0807173,-0.0974017,-0.110143,-0.117349,-0.117228,-0.108471,-0.0910404,-0.0665757,-0.0374225,-0.00162704,0.0636993,0.235374,0.649166,1
0,-0.0181469,-0.0484101,-0.0747866,-0.0982722,-0.118782,-0.135096,-0.144959,-0.145556,-0.134445,-0.110699,-0.0755701,-0.0313455,0.0242918,0.113911,0.30466,0.699786,1
0,-0.0211776,-0.0552778,-0.0847394,-0.111434,-0.135631,-0.155934,-0.169347,-0.171831,-0.159506,-0.130262,-0.0848429,-0.0257012,0.0490313,0.159941,0.364117,0.7395,1
0,-0.0226534,-0.0583981,-0.0894338,-0.118406,-0.145957,-0.170582,-0.188585,-0.194624,-0.183137,-0.150441,-0.0964052,-0.0235948,0.0688525,0.19845,0.412526,0.769394,1
0,-0.0221092,-0.0569103,-0.087733,-0.117709,-0.147841,-0.176694,-0.200121,-0.211641,-0.203914,-0.171236,-0.111902,-0.0280506,0.0799988,0.225908,0.447734,0.789089,1
0,-0.0193727,-0.0505945,-0.0792573,-0.108526,-0.139744,-0.17185,-0.200767,-0.2194,-0.218875,-0.191131,-0.131917,-0.0417473,0.0784218,0.238003,0.466295,0.796958,1
0,-0.0147632,-0.0401746,-0.0647559,-0.0911865,-0.121095,-0.154166,-0.187142,-0.21328,-0.222978,-0.20599,-0.154664,-0.0661132,0.0598754,0.2292,0.463061,0.790073,1
0,-0.00917763,-0.0274381,-0.0463502,-0.0676746,-0.0931715,-0.123492,-0.156949,-0.188444,-0.209199,-0.207976,-0.173819,-0.0989018,0.0212445,0.192479,0.43043,0.76354,1
0,-0.00394538,-0.0149871,-0.027415,-0.0419041,-0.0600273,-0.0831697,-0.11146,-0.142559,-0.170573,-0.18583,-0.176168,-0.129281,-0.0341201,0.121222,0.356118,0.708224,1
0,-0.000406297,-0.00550236,-0.0118137,-0.0191931,-0.0286482,-0.0415145,-0.0589265,-0.0811564,-0.106547,-0.130193,-0.143128,-0.132743,-0.0837582,0.023466,0.223662,0.599413,1
0,0.000707361,-0.000638286,-0.00247129,-0.00447763,-0.00700154,-0.0106033,-0.0159561,-0.0238592,-0.0351686,-0.0502285,-0.0672977,-0.080416,-0.0783429,-0.0434513,0.060745,0.36026,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
