0,0,0,0,0,0,0,0,0,0,0
0,0.00218138,0.012008,0.0284507,0.0491747,0.071121,0.0914217,0.11045,0.138186,0.192104,0
0,0.00791647,0.028226,0.0585453,0.0955535,0.134498,0.169209,0.193555,0.202399,0.157933,0
0,0.0103698,0.0339725,0.0674918,0.107986,0.150598,0.187011,0.205762,0.192276,0.115974,0
0,0.00977153,0.0305786,0.059894,0.0964842,0.136664,0.171438,0.186348,0.163584,0.0874173,0
0,0.00606349,0.0181233,0.0364058,0.0626742,0.0959455,0.12867,0.145438,0.126569,0.0637892,0
0,-0.000797503,-0.00280567,-0.00214017,0.00635586,0.0259725,0.053866,0.077286,0.0748623,0.0371589,0
0,-0.00905466,-0.0273115,-0.0487644,-0.066245,-0.0713812,-0.0582902,-0.0303519,-0.00560319,-0.00244837,0
0,-0.0141597,-0.0439642,-0.0855394,-0.13359,-0.176809,-0.198724,-0.185146,-0.13497,-0.0649084,0
0,-0.0109718,-0.0384303,-0.0843343,-0.151062,-0.233359,-0.312098,-0.356523,-0.332796,-0.212634,0
0,-0.000972037,-0.00989991,-0.0293958,-0.0666456,-0.132546,-0.231839,-0.34625,-0.424081,-0.374138,0
0,0,0,0,0,0,0,0,0,0,0
