0,0,0,0,0,0,0,0,0,0,0
0,0.00208253,0.0131579,0.0317412,0.0551389,0.0805782,0.106339,0.134011,0.168492,0.194124,0
0,0.00911262,0.0319142,0.0645255,0.103073,0.143145,0.17939,0.205195,0.208962,0.156514,0
0,0.0116728,0.0363075,0.069305,0.107648,0.147161,0.180644,0.197092,0.181747,0.115645,0
0,0.0104015,0.0302852,0.0565356,0.0880049,0.122032,0.151706,0.164431,0.144923,0.0851794,0
0,0.00608446,0.0166384,0.0314064,0.0515886,0.0769754,0.103151,0.118462,0.105489,0.0602696,0
0,-0.000756899,-0.00272784,-0.00309942,0.00150835,0.0135576,0.032834,0.0529753,0.0556411,0.033659,0
0,-0.00888243,-0.0250513,-0.0430213,-0.0579338,-0.0651695,-0.0611288,-0.0447485,-0.0196438,-0.00558249,0
0,-0.014977,-0.0434188,-0.0793247,-0.117577,-0.151564,-0.172892,-0.171438,-0.137485,-0.0792741,0
0,-0.0132,-0.0437977,-0.0894764,-0.147689,-0.212401,-0.2728,-0.311529,-0.301872,-0.208987,0
0,-0.00118217,-0.0128052,-0.03798,-0.0830857,-0.153629,-0.246602,-0.343907,-0.405849,-0.351313,0
0,0,0,0,0,0,0,0,0,0,0
