0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00297088,-0.00570129,-0.00395945,0.00534991,0.0226532,0.0450677,0.0681771,0.0877303,0.100755,0.105607,0.101988,0.0907392,0.0739525,0.0548281,0.0374341,0.0248639,0.0202227,0.0135539,0.114716,0
0,-0.00265772,-0.00221868,0.00719138,0.0281281,0.0585321,0.093457,0.127802,0.157497,0.180001,0.193825,0.198473,0.193869,0.180719,0.159925,0.134354,0.10731,0.0890061,0.0890022,0.0698862,0
0,-0.000172818,0.00661854,0.02617,0.0580935,0.096927,0.136511,0.17229,0.201639,0.223485,0.237465,0.243751,0.242335,0.233511,0.217135,0.194107,0.165598,0.134495,0.107182,0.0556932,0
0,0.00247377,0.0174499,0.0486173,0.0899607,0.13335,0.172854,0.20538,0.23015,0.247553,0.258275,0.262918,0.261615,0.254307,0.240436,0.219563,0.191348,0.155159,0.112394,0.0535584,0
0,0.00537717,0.030402,0.0712629,0.116545,0.158231,0.192115,0.217209,0.234658,0.246106,0.252944,0.255843,0.254808,0.249243,0.238095,0.219985,0.193668,0.157463,0.111347,0.0525959,0
0,0.00961663,0.0442353,0.0883001,0.130283,0.164664,0.189327,0.205223,0.214942,0.220849,0.224501,0.226369,0.226235,0.223114,0.215593,0.20167,0.179551,0.14721,0.104683,0.0507386,0
0,0.0157688,0.0541809,0.0937984,0.127605,0.152483,0.167711,0.175585,0.179465,0.181753,0.183629,0.185177,0.186024,0.185127,0.181108,0.171804,0.155182,0.12902,0.0932757,0.0461598,0
0,0.0214599,0.0556421,0.0862974,0.110743,0.126842,0.134609,0.137149,0.137922,0.138763,0.140162,0.141834,0.143373,0.14395,0.142537,0.137236,0.126132,0.106941,0.0797268,0.0411519,0
0,0.0225403,0.0475619,0.0681536,0.083946,0.0931156,0.0960672,0.0960445,0.0959718,0.0968247,0.0984953,0.100524,0.102577,0.104112,0.10453,0.102408,0.0962039,0.0836994,0.064657,0.034234,0
0,0.0177292,0.031641,0.0423294,0.0506471,0.0550214,0.0556408,0.0550428,0.0552784,0.05665,0.0588216,0.0613705,0.0640481,0.0665378,0.0685606,0.0691941,0.0674076,0.0613561,0.0507131,0.028694,0
0,0.00857122,0.0103899,0.0114059,0.0132508,0.014553,0.0145827,0.0144314,0.0152775,0.017165,0.0198697,0.0231109,0.0267016,0.0304662,0.0343069,0.0377038,0.0400846,0.0399637,0.0365154,0.0216378,0
0,-0.00299936,-0.0137775,-0.0225477,-0.0268854,-0.027745,-0.0272488,-0.0264124,-0.0249149,-0.0226172,-0.0194224,-0.0153867,-0.0106274,-0.00521812,0.000854829,0.00740799,0.0142984,0.0205211,0.0248403,0.0172289,0
0,-0.0150957,-0.038396,-0.0574832,-0.0686823,-0.0719109,-0.0705695,-0.0682939,-0.0659565,-0.0632474,-0.0596641,-0.0548817,-0.0488606,-0.0415607,-0.0328748,-0.0227218,-0.0109975,0.0014142,0.0122333,0.0105423,0
0,-0.0255206,-0.0602408,-0.0903887,-0.110345,-0.117796,-0.116306,-0.112197,-0.108443,-0.104993,-0.101058,-0.0957274,-0.0885611,-0.0792747,-0.0675861,-0.0531462,-0.0356354,-0.0158486,0.00286361,0.00752592,0
0,-0.0313291,-0.0744537,-0.115973,-0.14774,-0.163594,-0.164915,-0.159533,-0.153584,-0.148439,-0.143636,-0.137782,-0.129708,-0.11861,-0.103827,-0.0848162,-0.0613469,-0.0347802,-0.0101737,-0.00019328,0
0,-0.0289223,-0.0742261,-0.125487,-0.172341,-0.203337,-0.214358,-0.21153,-0.20401,-0.196127,-0.188861,-0.181345,-0.171797,-0.158781,-0.140905,-0.117236,-0.0873821,-0.053004,-0.0204818,-0.00432353,0
0,-0.0161058,-0.0529055,-0.107242,-0.169443,-0.222996,-0.255091,-0.264952,-0.261973,-0.25399,-0.243989,-0.232978,-0.219771,-0.203127,-0.181477,-0.153886,-0.120207,-0.0827031,-0.0474077,-0.0227253,0
0,0.00168906,-0.0132022,-0.0538625,-0.120361,-0.197084,-0.261781,-0.3005,-0.317553,-0.322532,-0.319385,-0.310445,-0.29609,-0.276055,-0.249674,-0.216363,-0.176253,-0.131507,-0.0877809,-0.0504614,0
0,0.0113393,0.017835,0.00994859,-0.0236193,-0.0958295,-0.187235,-0.2647,-0.321481,-0.362714,-0.390596,-0.40641,-0.411837,-0.407646,-0.394542,-0.372395,-0.340739,-0.297815,-0.239205,-0.15173,0
0,0.00903754,0.0189195,0.0231662,0.0245243,0.0235627,-0.000793577,-0.0665482,-0.152913,-0.235497,-0.30718,-0.366549,-0.415168,-0.454814,-0.487037,-0.512291,-0.529061,-0.530784,-0.497912,-0.374915,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
