0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.00294121,0.00271317,-0.00175621,-0.00932033,-0.0173105,-0.0224177,-0.0231087,-0.0195487,-0.0130168,-0.00484067,0.00363367,0.0112654,0.0168054,0.0191445,0.0174151,0.0125924,0.00466389,0.00669186,-0.101139,0.114745,1
0,0.00558117,0.00226684,-0.0111721,-0.0302613,-0.047717,-0.0573432,-0.0574521,-0.0492414,-0.0355163,-0.0186577,-0.00100751,0.0158777,0.0299654,0.0399484,0.0429969,0.0396473,0.0229786,0.00670732,-0.0820112,0.184649,1
0,0.00573819,-0.00453089,-0.0307286,-0.0621884,-0.0865524,-0.0969274,-0.0932297,-0.0785868,-0.057357,-0.0326321,-0.00728614,0.0173028,0.0387987,0.0563348,0.0660344,0.0681672,0.0540929,0.0340315,-0.0305112,0.240359,1
0,0.00325077,-0.0195124,-0.0619002,-0.103534,-0.129943,-0.136432,-0.125753,-0.103354,-0.0747547,-0.0433475,-0.0119217,0.0186137,0.0461169,0.0702148,0.086918,0.096392,0.0902932,0.0768071,0.0283352,0.293934,1
0,-0.00213787,-0.0445417,-0.102764,-0.148819,-0.171629,-0.170315,-0.150845,-0.120799,-0.0861975,-0.0501782,-0.0148143,0.019657,0.0516914,0.0813721,0.105038,0.122718,0.126509,0.122933,0.0870966,0.346546,1
0,-0.0117639,-0.0791639,-0.146832,-0.190803,-0.20601,-0.194976,-0.166738,-0.130514,-0.0920988,-0.0538243,-0.0166755,0.0197992,0.0548213,0.0889018,0.118969,0.144846,0.158859,0.165471,0.14105,0.397299,1
0,-0.0275401,-0.117579,-0.186451,-0.22461,-0.230887,-0.210202,-0.174609,-0.134389,-0.0943817,-0.0556936,-0.0182171,0.0189601,0.0557258,0.0929291,0.12828,0.161477,0.185029,0.201223,0.188174,0.443471,1
0,-0.0490057,-0.151763,-0.217107,-0.249056,-0.246985,-0.217967,-0.177145,-0.135158,-0.0952173,-0.0570873,-0.0198825,0.017427,0.0551565,0.094349,0.133588,0.172587,0.204227,0.228445,0.226756,0.484634,1
0,-0.0715506,-0.176786,-0.2377,-0.264848,-0.256154,-0.220917,-0.177119,-0.135082,-0.0960656,-0.0587527,-0.0219058,0.0153797,0.0536274,0.0939371,0.135715,0.178797,0.216737,0.247492,0.257184,0.518876,1
0,-0.0892834,-0.190699,-0.248389,-0.273165,-0.260527,-0.221534,-0.176519,-0.135314,-0.0974331,-0.0609199,-0.0244501,0.0127066,0.0511423,0.0919185,0.135085,0.180587,0.222791,0.258138,0.279206,0.547575,1
0,-0.0978576,-0.192518,-0.249405,-0.27501,-0.261828,-0.221562,-0.176365,-0.136157,-0.0993171,-0.063621,-0.0276879,0.0091192,0.0473807,0.0880801,0.13169,0.178207,0.222913,0.261587,0.294084,0.569213,1
0,-0.0948612,-0.181741,-0.240635,-0.270672,-0.260968,-0.222056,-0.177199,-0.137652,-0.101612,-0.0668134,-0.0317214,0.00436171,0.0419726,0.0820077,0.125137,0.171316,0.216689,0.257266,0.301693,0.586439,1
0,-0.0797688,-0.158442,-0.221549,-0.259473,-0.257739,-0.223397,-0.179474,-0.139988,-0.10432,-0.0703955,-0.0365029,-0.00165919,0.0346721,0.0733205,0.114982,0.159589,0.204274,0.246443,0.30338,0.596976,1
0,-0.054252,-0.123724,-0.191402,-0.239517,-0.250288,-0.224887,-0.183581,-0.143741,-0.10777,-0.0743297,-0.0418343,-0.00882687,0.0253833,0.0616287,0.100538,0.142073,0.184481,0.227724,0.29871,0.604491,1
0,-0.0229273,-0.0806008,-0.149884,-0.207751,-0.234434,-0.223565,-0.188963,-0.14969,-0.112915,-0.0791335,-0.0476894,-0.0169044,0.0142817,0.04684,0.0815205,0.118596,0.157905,0.203108,0.288719,0.604282,1
0,0.00598977,-0.0352993,-0.0986249,-0.160899,-0.203439,-0.212546,-0.191792,-0.15721,-0.120801,-0.0864009,-0.0552088,-0.0264564,0.00126054,0.0289569,0.0578431,0.0887327,0.123516,0.170574,0.272548,0.59994,1
0,0.0220896,0.00149773,-0.0442904,-0.0986997,-0.149888,-0.180452,-0.181933,-0.160191,-0.128786,-0.0964047,-0.0662239,-0.0396686,-0.0153904,0.00729823,0.0302429,0.0550417,0.086,0.135265,0.247851,0.577193,1
0,0.0203938,0.016386,-0.00363264,-0.0322037,-0.0731666,-0.115757,-0.143215,-0.14314,-0.12381,-0.0995554,-0.0751689,-0.0540299,-0.0354331,-0.0190928,-0.00307835,0.0149192,0.0412399,0.0915232,0.210516,0.526708,1
0,0.00904714,0.00988709,0.00425104,0.00136184,-0.0009584,-0.0243534,-0.0657517,-0.0863617,-0.0825795,-0.0716774,-0.0593606,-0.0486089,-0.0396331,-0.0322079,-0.0252367,-0.0167499,-0.0016995,0.0328971,0.123024,0.374951,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
