2.18657e-05,2.18657e-05,2.2283e-05,2.30445e-05,2.3938e-05,2.47785e-05,2.5416e-05,2.57248e-05,2.55958e-05,2.49324e-05,2.36492e-05,2.16734e-05,1.8947e-05,1.54295e-05,1.11005e-05,5.96124e-06,3.49382e-08,-6.63493e-06,-1.39889e-05,-2.1959e-05,-3.048e-05,-3.9506e-05,-4.9037e-05,-5.91615e-05,-7.01351e-05,-8.25335e-05,-9.75761e-05,-0.000117859,-0.000149134,-0.000204842,-0.000316927,-0.000550583,-0.000990111,-0
2.18657e-05,2.18657e-05,2.2283e-05,2.30445e-05,2.3938e-05,2.47785e-05,2.5416e-05,2.57248e-05,2.55958e-05,2.49324e-05,2.36492e-05,2.16734e-05,1.8947e-05,1.54295e-05,1.11005e-05,5.96124e-06,3.49382e-08,-6.63493e-06,-1.39889e-05,-2.1959e-05,-3.048e-05,-3.9506e-05,-4.9037e-05,-5.91615e-05,-7.01351e-05,-8.25335e-05,-9.75761e-05,-0.000117859,-0.000149134,-0.000204842,-0.000316927,-0.000550583,-0.000990111,-0.000990111
2.15143e-05,2.15143e-05,2.1908e-05,2.25031e-05,2.31611e-05,2.37431e-05,2.41233e-05,2.41883e-05,2.38355e-05,2.29726e-05,2.15175e-05,1.94008e-05,1.6567e-05,1.29776e-05,8.61289e-06,3.47302e-06,-2.42246e-06,-9.03719e-06,-1.63233e-05,-2.42303e-05,-3.27179e-05,-4.17754e-05,-5.14511e-05,-6.18975e-05,-7.34493e-05,-8.67596e-05,-0.000103047,-0.000124531,-0.000155088,-0.000200718,-0.000267503,-0.000349572,-0.000437877,-0.000437877
2.07998e-05,2.07998e-05,2.13153e-05,2.18877e-05,2.24408e-05,2.28773e-05,2.30965e-05,2.29997e-05,2.24926e-05,2.14878e-05,1.99061e-05,1.76798e-05,1.47548e-05,1.10935e-05,6.67685e-06,1.5054e-06,-4.40116e-06,-1.10068e-05,-1.82643e-05,-2.61244e-05,-3.45472e-05,-4.35199e-05,-5.30801e-05,-6.3348e-05,-7.45752e-05,-8.72146e-05,-0.000102019,-0.000120145,-0.000143101,-0.000171992,-0.000204328,-0.000224117,-0.000227196,-0.000227196
1.99659e-05,1.99659e-05,2.06545e-05,2.12806e-05,2.18108e-05,2.21787e-05,2.23049e-05,2.2104e-05,2.149e-05,2.03796e-05,1.86959e-05,1.63721e-05,1.33545e-05,9.60619e-06,5.10934e-06,-1.32877e-07,-6.09641e-06,-1.27384e-05,-2.00017e-05,-2.78223e-05,-3.6139e-05,-4.49058e-05,-5.41065e-05,-6.37711e-05,-7.39932e-05,-8.49462e-05,-9.68879e-05,-0.000110109,-0.000124689,-0.000139634,-0.000150448,-0.000143625,-0.000129325,-0.000129325
1.91823e-05,1.91823e-05,2.00385e-05,2.07455e-05,2.12938e-05,2.16366e-05,2.17092e-05,2.14368e-05,2.07397e-05,1.9538e-05,1.77563e-05,1.53278e-05,1.2199e-05,8.33339e-06,3.71554e-06,-1.64648e-06,-7.72001e-06,-1.44487e-05,-2.1756e-05,-2.95501e-05,-3.77317e-05,-4.62014e-05,-5.4867e-05,-6.36481e-05,-7.24759e-05,-8.12845e-05,-8.99834e-05,-9.83804e-05,-0.00010595,-0.000111184,-0.000110078,-9.40004e-05,-7.64402e-05,-7.64402e-05
1.85543e-05,1.85543e-05,1.95452e-05,2.03291e-05,2.09067e-05,2.1241e-05,2.12764e-05,2.09446e-05,2.017e-05,1.88748e-05,1.69838e-05,1.44298e-05,1.11585e-05,7.13425e-06,2.34476e-06,-3.19496e-06,-9.44004e-06,-1.63154e-05,-2.37175e-05,-3.15182e-05,-3.95702e-05,-4.77118e-05,-5.57712e-05,-6.35662e-05,-7.09001e-05,-7.75504e-05,-8.32466e-05,-8.76125e-05,-9.00034e-05,-8.90763e-05,-8.1932e-05,-6.36409e-05,-4.62865e-05,-4.62865e-05
1.81412e-05,1.81412e-05,1.92235e-05,2.00622e-05,2.06603e-05,2.0984e-05,2.09816e-05,2.05879e-05,1.97291e-05,1.83273e-05,1.63066e-05,1.35978e-05,1.01456e-05,5.91465e-06,8.96305e-07,-4.886e-06,-1.13726e-05,-1.84657e-05,-2.60303e-05,-3.38968e-05,-4.18662e-05,-4.97148e-05,-5.71988e-05,-6.40568e-05,-7.00094e-05,-7.47575e-05,-7.79749e-05,-7.92786e-05,-7.81248e-05,-7.35321e-05,-6.36489e-05,-4.57639e-05,-2.95832e-05,-2.95832e-05
1.79735e-05,1.79735e-05,1.91019e-05,1.99643e-05,2.05622e-05,2.08612e-05,2.08098e-05,2.03428e-05,1.93858e-05,1.78591e-05,1.56839e-05,1.2788e-05,9.1136e-06,4.62507e-06,-6.8279e-07,-6.77737e-06,-1.35826e-05,-2.09757e-05,-2.87872e-05,-3.68044e-05,-4.47767e-05,-5.24235e-05,-5.94423e-05,-6.5517e-05,-7.03258e-05,-7.35511e-05,-7.48861e-05,-7.40248e-05,-7.05947e-05,-6.39794e-05,-5.30939e-05,-3.64805e-05,-2.16973e-05,-2.16973e-05
1.80658e-05,1.80658e-05,1.91961e-05,2.00477e-05,2.0619e-05,2.08729e-05,2.07557e-05,2.02e-05,1.91284e-05,1.74575e-05,1.51034e-05,1.1989e-05,8.05221e-06,3.2558e-06,-2.40273e-06,-8.88173e-06,-1.6088e-05,-2.38723e-05,-3.20299e-05,-4.03041e-05,-4.83954e-05,-5.59728e-05,-6.26882e-05,-6.81918e-05,-7.2149e-05,-7.42593e-05,-7.42714e-05,-7.1983e-05,-6.71922e-05,-5.95824e-05,-4.85776e-05,-3.342e-05,-2.00081e-05,-2.00081e-05
