1.88213e-05,1.88213e-05,2.00439e-05,2.12469e-05,2.14807e-05,1.99871e-05,1.61652e-05,9.60779e-06,1.68382e-07,-1.19992e-05,-2.65004e-05,-4.29699e-05,-6.18693e-05,-8.69627e-05,-0.000132621,-0.000234514,-0.000429035,-0
1.88213e-05,1.88213e-05,2.00439e-05,2.12469e-05,2.14807e-05,1.99871e-05,1.61652e-05,9.60779e-06,1.68382e-07,-1.19992e-05,-2.65004e-05,-4.29699e-05,-6.18693e-05,-8.69627e-05,-0.000132621,-0.000234514,-0.000429035,-0.000429035
1.76159e-05,1.76159e-05,1.87857e-05,1.95254e-05,1.92406e-05,1.73005e-05,1.31493e-05,6.39197e-06,-3.12904e-06,-1.53044e-05,-2.98313e-05,-4.64249e-05,-6.51223e-05,-8.64858e-05,-0.000111224,-0.000137299,-0.000176313,-0.000176313
1.63694e-05,1.63694e-05,1.78154e-05,1.84456e-05,1.78859e-05,1.5595e-05,1.10444e-05,3.84835e-06,-6.1064e-06,-1.85657e-05,-3.28915e-05,-4.81278e-05,-6.30674e-05,-7.62126e-05,-8.55965e-05,-8.6532e-05,-8.99014e-05,-8.99014e-05
1.57127e-05,1.57127e-05,1.73616e-05,1.79325e-05,1.7134e-05,1.4447e-05,9.33214e-06,1.3959e-06,-9.4113e-06,-2.26096e-05,-3.70946e-05,-5.11833e-05,-6.27835e-05,-6.9664e-05,-6.97271e-05,-5.94613e-05,-5.59541e-05,-5.59541e-05
1.58949e-05,1.58949e-05,1.7524e-05,1.79199e-05,1.67902e-05,1.35756e-05,7.67412e-06,-1.35781e-06,-1.35246e-05,-2.81059e-05,-4.35122e-05,-5.74166e-05,-6.71889e-05,-7.05302e-05,-6.5981e-05,-5.21371e-05,-4.67615e-05,-4.67615e-05
1.69937e-05,1.69937e-05,1.83582e-05,1.84316e-05,1.68745e-05,1.30333e-05,6.17713e-06,-4.25931e-06,-1.82944e-05,-3.49948e-05,-5.22918e-05,-6.72614e-05,-7.68853e-05,-7.89917e-05,-7.28093e-05,-5.84954e-05,-5.26659e-05,-5.26659e-05
1.89919e-05,1.89919e-05,1.98826e-05,1.95375e-05,1.75397e-05,1.30933e-05,5.26581e-06,-6.72557e-06,-2.3013e-05,-4.25141e-05,-6.26827e-05,-7.99561e-05,-9.08863e-05,-9.33525e-05,-8.70998e-05,-7.32614e-05,-6.76733e-05,-6.76733e-05
2.17501e-05,2.17501e-05,2.20264e-05,2.12623e-05,1.89395e-05,1.40887e-05,5.51794e-06,-7.87801e-06,-2.64852e-05,-4.91925e-05,-7.29981e-05,-9.35893e-05,-0.000106891,-0.000110616,-0.000104797,-9.12883e-05,-8.64216e-05,-8.64216e-05
2.49483e-05,2.49483e-05,2.45608e-05,2.3478e-05,2.10711e-05,1.62103e-05,7.43413e-06,-6.76362e-06,-2.71899e-05,-5.29099e-05,-8.05863e-05,-0.000105044,-0.000121267,-0.000126461,-0.000120727,-0.000106719,-0.000102994,-0.000102994
2.80707e-05,2.80707e-05,2.70776e-05,2.58315e-05,2.36352e-05,1.92803e-05,1.11238e-05,-2.726e-06,-2.36539e-05,-5.12231e-05,-8.20343e-05,-0.000110081,-0.000129062,-0.000135173,-0.000128345,-0.000112425,-0.000110336,-0.000110336
3.0484e-05,3.0484e-05,2.90389e-05,2.77792e-05,2.60236e-05,2.26365e-05,1.59971e-05,4.0189e-06,-1.5238e-05,-4.21475e-05,-7.38434e-05,-0.000103857,-0.000124329,-0.000129809,-0.000119679,-9.96849e-05,-0.000100294,-0.000100294
3.16348e-05,3.16348e-05,2.99602e-05,2.87606e-05,2.7479e-05,2.52295e-05,2.06909e-05,1.19666e-05,-3.09248e-06,-2.56856e-05,-5.40975e-05,-8.23235e-05,-0.000101275,-0.000102937,-8.53854e-05,-5.68974e-05,-6.40943e-05,-6.40943e-05
3.12995e-05,3.12995e-05,2.96431e-05,2.84644e-05,2.74232e-05,2.60003e-05,2.33954e-05,1.83436e-05,9.16312e-06,-5.53336e-06,-2.51584e-05,-4.51239e-05,-5.63724e-05,-4.82595e-05,-1.55397e-05,3.21847e-05,1.1168e-05,1.1168e-05
2.97643e-05,2.97643e-05,2.83276e-05,2.70297e-05,2.57901e-05,2.44438e-05,2.27258e-05,2.02034e-05,1.62719e-05,1.0475e-05,3.53481e-06,-8.65179e-07,5.44502e-06,3.44381e-05,9.79715e-05,0.000192346,0.000163355,0.000163355
2.78222e-05,2.78222e-05,2.66419e-05,2.50127e-05,2.31062e-05,2.09779e-05,1.86718e-05,1.63467e-05,1.44495e-05,1.40358e-05,1.74732e-05,2.9778e-05,6.03473e-05,0.000124265,0.000242687,0.000441544,0.00047325,0.00047325
2.65617e-05,2.65617e-05,2.53481e-05,2.3083e-05,2.01375e-05,1.65955e-05,1.24699e-05,7.97632e-06,3.9166e-06,2.27421e-06,7.07023e-06,2.53001e-05,6.76036e-05,0.000149134,0.000293478,0.000546526,0.000977441,0.000977441
2.65617e-05,2.65617e-05,2.53481e-05,2.3083e-05,2.01375e-05,1.65955e-05,1.24699e-05,7.97632e-06,3.9166e-06,2.27421e-06,7.07023e-06,2.53001e-05,6.76036e-05,0.000149134,0.000293478,0.000546526,0.000977441,0
