0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9.38489e-06,-1.92065e-05,-3.12944e-05,-4.26987e-05,-5.12617e-05,-5.56011e-05,-5.48709e-05,-4.85696e-05,-3.64153e-05,-1.82662e-05,5.9288e-06,3.61613e-05,7.23845e-05,0.000114527,0.0001625,0.000216207,0.000275545,0.000340406,0.000410683,0.000486267,0.000567049,0.000652921,0.000743775,0.000839502,0.000939996,0.00104515,0.00115485,0.00126898,0.00138745,0.00151012,0.00163689,0.00176763,0.00190223,0.00204056,0.00218248,0.00232787,0.00247659,0.00262849,0.00278344,0.00294128,0.00310185,0.003265,0.00343057,0.00359839,0.00376828,0.00394007,0.00411359,0.00428866,0.00446508,0.00464268,0.00482127,0.00500067,0.00518067,0.00536111,0.00554179,0.00572253,0.00590315,0.00608348,0.00626335,0.0064426,0.00662107,0.00679862,0.00697513,0.00715046,0.00732452,0.00749721,0.00766846,0.00783823,0.00800648,0.00817321,0.00833843,0.00850221,0.00866463,0.0088258,0.00898589,0.00914509,0.00930365,0.00946188,0.00962014,0.00977883,0.00993845,0.0100996,0.0102628,0.0104289,0.0105988,0.0107733,0.0109537,0.011141,0.0113368,0.0115425,0.0117601,0.0119916,0.0122391,0.0125055,0.0127936,0.0131069,0.0134491,0.0138248,0.0142389,0.0146973,0.0152066,0.0157745,0.01641,0.0171234,0.0179269,0.0188347,0.0198639,0.0210344,0.0223706,0.0239018,0.0256639,0.0277015,0.0300707,0.032843,0.0361116,0.0400001,0.0446768,0.0503769,0.05744,0.0663742,0.0779681,0.0934855,0.114973,0.145575,0.188931,0.242753,0.263582,0
0,-1.81523e-05,-4.02836e-05,-6.37504e-05,-8.32943e-05,-9.47574e-05,-9.50782e-05,-8.21197e-05,-5.44507e-05,-1.11545e-05,4.83193e-05,0.000124262,0.000216784,0.000325869,0.00045141,0.000593241,0.000751153,0.000924906,0.00111424,0.00131889,0.00153857,0.001773,0.00202188,0.00228492,0.00256183,0.00285231,0.00315605,0.00347274,0.00380207,0.00414373,0.00449738,0.00486271,0.00523936,0.00562699,0.00602524,0.00643374,0.00685211,0.00727996,0.00771689,0.00816249,0.00861632,0.00907795,0.00954694,0.0100228,0.0105051,0.0109933,0.011487,0.0119856,0.0124886,0.0129956,0.0135059,0.0140191,0.0145347,0.0150521,0.0155707,0.0160902,0.0166099,0.0171294,0.0176482,0.0181658,0.0186818,0.0191957,0.0197071,0.0202157,0.0207212,0.0212232,0.0217215,0.0222159,0.0227062,0.0231925,0.0236746,0.0241527,0.0246269,0.0250974,0.0255647,0.026029,0.026491,0.0269515,0.0274112,0.0278711,0.0283325,0.0287967,0.0292653,0.0297401,0.0302232,0.0307169,0.0312239,0.0317473,0.0322905,0.0328573,0.0334523,0.0340802,0.0347467,0.0354581,0.0362216,0.0370452,0.037938,0.0389105,0.0399743,0.0411428,0.0424314,0.0438575,0.045441,0.0472049,0.0491757,0.0513842,0.0538658,0.0566624,0.0598228,0.0634048,0.0674774,0.0721232,0.0774421,0.0835562,0.0906162,0.0988101,0.108375,0.119612,0.132906,0.14875,0.167757,0.190643,0.218069,0.250093,0.284518,0.312491,0.308497,0.216455,0
0,-2.08349e-05,-4.67737e-05,-7.17641e-05,-8.8798e-05,-9.25341e-05,-7.89155e-05,-4.4948e-05,1.15044e-05,9.19071e-05,0.000197216,0.000328005,0.000484567,0.000666987,0.000875196,0.00110902,0.0013682,0.00165241,0.00196131,0.0022945,0.00265157,0.0030321,0.00343565,0.00386176,0.00430998,0.00477984,0.00527087,0.00578257,0.00631446,0.00686604,0.00743677,0.00802614,0.00863361,0.00925861,0.00990057,0.0105589,0.011233,0.0119223,0.012626,0.0133436,0.0140744,0.0148176,0.0155726,0.0163386,0.0171149,0.0179007,0.0186952,0.0194976,0.0203072,0.0211231,0.0219444,0.0227704,0.0236003,0.0244331,0.0252681,0.0261045,0.0269414,0.0277781,0.0286138,0.0294478,0.0302792,0.0311076,0.0319322,0.0327525,0.0335679,0.0343781,0.0351825,0.0359809,0.036773,0.0375588,0.0383383,0.0391114,0.0398786,0.04064,0.0413964,0.0421483,0.0428967,0.0436427,0.0443876,0.045133,0.0458806,0.0466327,0.0473917,0.0481604,0.048942,0.0497403,0.0505593,0.0514038,0.052279,0.053191,0.0541464,0.0551527,0.0562187,0.0573537,0.0585685,0.0598755,0.0612881,0.0628218,0.0644941,0.0663245,0.0683355,0.0705523,0.0730035,0.0757218,0.0787444,0.0821139,0.085879,0.0900958,0.094829,0.100153,0.106155,0.112936,0.120614,0.129326,0.139233,0.15052,0.163401,0.178112,0.194895,0.21396,0.235384,0.258887,0.283341,0.30577,0.319419,0.310682,0.256629,0.137588,0
0,-1.98641e-05,-4.28527e-05,-6.15126e-05,-6.77751e-05,-5.55595e-05,-2.02057e-05,4.18224e-05,0.000133146,0.000255648,0.000410627,0.000598924,0.000821024,0.00107715,0.0013673,0.00169134,0.002049,0.00243995,0.00286375,0.00331994,0.00380802,0.00432745,0.00487768,0.00545812,0.00606819,0.00670726,0.00737471,0.0080699,0.00879218,0.00954087,0.0103153,0.0111147,0.0119384,0.0127857,0.0136558,0.0145478,0.015461,0.0163946,0.0173476,0.0183192,0.0193086,0.0203147,0.0213366,0.0223733,0.0234238,0.0244872,0.0255623,0.0266481,0.0277435,0.0288475,0.029959,0.0310767,0.0321998,0.0333269,0.0344572,0.0355893,0.0367224,0.0378553,0.0389871,0.0401167,0.0412431,0.0423656,0.0434833,0.0445953,0.045701,0.0467998,0.0478912,0.0489747,0.05005,0.051117,0.0521756,0.053226,0.0542684,0.0553034,0.0563316,0.0573539,0.0583715,0.0593858,0.0603985,0.0614117,0.0624277,0.0634493,0.0644798,0.0655226,0.0665821,0.0676629,0.0687704,0.0699106,0.0710903,0.0723171,0.0735995,0.0749473,0.076371,0.0778829,0.0794963,0.0812265,0.0830903,0.0851067,0.087297,0.0896851,0.0922977,0.0951649,0.0983203,0.101802,0.105652,0.109919,0.114656,0.119924,0.12579,0.132331,0.139631,0.147785,0.156895,0.167072,0.178431,0.191084,0.205124,0.220601,0.237463,0.255465,0.273991,0.291739,0.306192,0.312779,0.303803,0.267924,0.193598,0.0854642,0
0,-1.67153e-05,-3.19534e-05,-3.83189e-05,-2.74298e-05,7.12272e-06,7.03077e-05,0.000165966,0.000297022,0.000465645,0.00067339,0.000921317,0.00121009,0.00154005,0.00191132,0.00232379,0.00277723,0.00327129,0.00380552,0.0043794,0.00499238,0.00564382,0.00633307,0.00705946,0.00782228,0.00862079,0.00945423,0.0103218,0.0112228,0.0121563,0.0131215,0.0141176,0.0151436,0.0161986,0.0172817,0.0183919,0.0195282,0.0206896,0.0218751,0.0230835,0.0243137,0.0255647,0.0268351,0.0281239,0.0294297,0.0307514,0.0320877,0.0334372,0.0347987,0.0361709,0.0375523,0.0389416,0.0403376,0.0417388,0.0431439,0.0445516,0.0459605,0.0473695,0.0487772,0.0501824,0.051584,0.0529808,0.0543719,0.0557563,0.0571332,0.0585017,0.0598612,0.0612112,0.0625513,0.0638813,0.0652011,0.0665108,0.0678108,0.0691016,0.070384,0.071659,0.0729281,0.0741928,0.0754552,0.0767178,0.0779832,0.0792547,0.0805362,0.0818318,0.0831466,0.0844859,0.085856,0.087264,0.0887178,0.0902261,0.0917989,0.0934472,0.0951833,0.097021,0.0989755,0.101064,0.103305,0.10572,0.108332,0.111168,0.114255,0.117626,0.121317,0.125365,0.129815,0.134713,0.140111,0.146066,0.152638,0.15989,0.167892,0.17671,0.186409,0.197046,0.208657,0.221242,0.234735,0.248963,0.263564,0.277874,0.290739,0.300231,0.303272,0.295213,0.269696,0.219688,0.143654,0.0548786,0
0,-1.22874e-05,-1.65639e-05,-6.34769e-06,2.64468e-05,8.81721e-05,0.000183845,0.000317415,0.000491949,0.000709783,0.000972641,0.00128174,0.00163788,0.00204153,0.00249288,0.00299191,0.00353841,0.00413204,0.00477235,0.00545879,0.00619076,0.00696757,0.0077885,0.00865279,0.00955964,0.0105082,0.0114976,0.012527,0.0135954,0.014702,0.0158456,0.0170253,0.0182402,0.019489,0.0207707,0.0220842,0.0234283,0.0248018,0.0262035,0.0276321,0.0290864,0.0305649,0.0320663,0.0335893,0.0351323,0.036694,0.0382728,0.0398672,0.0414758,0.0430969,0.044729,0.0463706,0.0480201,0.0496758,0.0513363,0.053,0.0546653,0.0563309,0.0579951,0.0596567,0.0613142,0.0629664,0.064612,0.06625,0.0678793,0.069499,0.0711083,0.0727067,0.0742935,0.0758685,0.0774316,0.0789829,0.0805227,0.0820516,0.0835704,0.0850803,0.0865827,0.0880795,0.089573,0.0910657,0.0925608,0.0940617,0.0955728,0.0970987,0.0986448,0.100217,0.101823,0.103469,0.105164,0.106919,0.108743,0.110649,0.11265,0.11476,0.116996,0.119376,0.121918,0.124646,0.127582,0.130754,0.134189,0.137919,0.141978,0.146403,0.151232,0.156508,0.162275,0.168578,0.175463,0.182974,0.19115,0.200023,0.209606,0.219888,0.230816,0.242272,0.254036,0.265736,0.276765,0.286179,0.292535,0.293713,0.286727,0.267692,0.232288,0.177995,0.10791,0.0370731,0
0,-7.13966e-06,1.57624e-06,3.12788e-05,8.93369e-05,0.000181732,0.0003133,0.000487921,0.000708669,0.000977933,0.00129752,0.00166874,0.00209249,0.00256933,0.00309951,0.00368307,0.00431984,0.00500951,0.00575162,0.00654562,0.00739086,0.00828663,0.00923216,0.0102266,0.0112691,0.0123587,0.0134945,0.0146755,0.0159006,0.0171688,0.018479,0.0198301,0.0212209,0.0226502,0.0241167,0.0256192,0.0271565,0.028727,0.0303295,0.0319625,0.0336245,0.0353141,0.0370298,0.0387698,0.0405327,0.0423167,0.0441203,0.0459417,0.0477792,0.049631,0.0514955,0.0533708,0.0552551,0.0571468,0.059044,0.060945,0.0628481,0.0647516,0.0666538,0.0685532,0.0704481,0.0723373,0.0742191,0.0760925,0.0779562,0.0798091,0.0816504,0.0834792,0.085295,0.0870974,0.0888863,0.0906615,0.0924235,0.0941728,0.0959103,0.097637,0.0993546,0.101065,0.10277,0.104474,0.106178,0.107888,0.109606,0.111339,0.113092,0.114871,0.116684,0.118538,0.120442,0.122407,0.124443,0.126563,0.12878,0.131109,0.133567,0.13617,0.138939,0.141894,0.145059,0.148459,0.15212,0.156071,0.160342,0.164964,0.169971,0.175394,0.181268,0.187621,0.19448,0.201864,0.209779,0.218216,0.227134,0.236456,0.246045,0.255677,0.26501,0.273527,0.280474,0.284773,0.284924,0.278923,0.264252,0.238102,0.198105,0.14469,0.0828499,0.0263874,0
0,-1.62876e-06,2.12579e-05,7.2261e-05,0.000157781,0.000283198,0.000452977,0.000670781,0.000939567,0.00126168,0.00163892,0.00207264,0.00256377,0.00311292,0.0037204,0.0043863,0.00511046,0.0058926,0.00673228,0.00762892,0.00858188,0.0095904,0.0106537,0.0117708,0.0129409,0.0141629,0.0154358,0.0167586,0.0181301,0.0195492,0.0210147,0.0225252,0.0240797,0.0256767,0.0273149,0.0289928,0.0307091,0.0324623,0.0342508,0.0360731,0.0379276,0.0398126,0.0417263,0.0436672,0.0456334,0.0476231,0.0496345,0.0516657,0.0537148,0.05578,0.0578592,0.0599506,0.0620521,0.0641619,0.066278,0.0683985,0.0705215,0.072645,0.0747674,0.0768868,0.0790015,0.0811099,0.0832104,0.0853016,0.0873821,0.0894508,0.0915067,0.0935487,0.0955763,0.0975889,0.0995861,0.101568,0.103535,0.105487,0.107426,0.109351,0.111266,0.113171,0.11507,0.116964,0.118857,0.120754,0.122658,0.124574,0.126509,0.128468,0.13046,0.132491,0.134571,0.13671,0.138919,0.141209,0.143595,0.14609,0.14871,0.151472,0.154395,0.157498,0.160801,0.164328,0.168102,0.172146,0.176486,0.181146,0.18615,0.19152,0.197274,0.203426,0.20998,0.216929,0.224245,0.231879,0.239741,0.247696,0.255536,0.26296,0.269542,0.274684,0.277571,0.277117,0.271918,0.260255,0.240198,0.209929,0.168934,0.118801,0.0651484,0.0196763,0
0,4.01195e-06,4.16377e-05,0.000114918,0.000229158,0.000388986,0.000598357,0.000860592,0.00117843,0.00155407,0.00198925,0.00248529,0.00304312,0.00366335,0.00434634,0.00509216,0.00590072,0.00677171,0.00770472,0.00869917,0.00975439,0.0108696,0.012044,0.0132766,0.0145665,0.0159127,0.0173139,0.0187691,0.0202771,0.0218367,0.0234466,0.0251054,0.0268117,0.0285643,0.0303615,0.0322019,0.034084,0.0360061,0.0379666,0.0399638,0.041996,0.0440614,0.0461581,0.0482843,0.0504381,0.0526176,0.0548207,0.0570454,0.0592897,0.0615516,0.0638289,0.0661195,0.0684214,0.0707324,0.0730504,0.0753734,0.0776992,0.0800258,0.0823513,0.0846737,0.0869911,0.0893018,0.091604,0.0938961,0.0961767,0.0984444,0.100698,0.102937,0.105159,0.107365,0.109554,0.111726,0.11388,0.116018,0.11814,0.120247,0.122341,0.124423,0.126495,0.128561,0.130623,0.132685,0.134753,0.136829,0.138921,0.141034,0.143176,0.145354,0.147577,0.149855,0.152198,0.154617,0.157126,0.159736,0.162464,0.165324,0.168332,0.171507,0.174866,0.178429,0.182212,0.186237,0.190521,0.195079,0.199928,0.205075,0.210526,0.216275,0.222306,0.228586,0.235058,0.241636,0.24819,0.254537,0.260422,0.265492,0.269278,0.271153,0.270313,0.265745,0.25623,0.240398,0.216907,0.184869,0.144738,0.0987639,0.0524051,0.0152491,0
