0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.000174679,-0.000147601,0.000214801,0.000941757,0.00202245,0.00343419,0.00515075,0.00714382,0.00938222,0.0118309,0.0144501,0.0171955,0.020019,0.0228702,0.0256998,0.0284628,0.0311242,0.0336653,0.0360921,0.0384466,0.0408236,0.0433959,0.0464573,0.0504966,0.0563311,0.0653526,0.0799727,0.104314,0.144447,0.202775,0.239332,0
0,-1.29584e-06,0.000543533,0.0018303,0.00392969,0.00684227,0.0105344,0.0149549,0.0200411,0.0257204,0.0319099,0.038516,0.0454348,0.0525546,0.059759,0.0669334,0.0739729,0.0807935,0.0873459,0.0936326,0.0997311,0.105823,0.112235,0.119495,0.128402,0.140109,0.15614,0.178141,0.206662,0.23715,0.249546,0.191201,0
0,0.000309399,0.0015262,0.00377834,0.00712668,0.0115732,0.0170812,0.0235892,0.0310168,0.0392681,0.0482317,0.0577814,0.0677766,0.0780651,0.0884875,0.0988841,0.109105,0.119022,0.128547,0.137646,0.146367,0.154862,0.163417,0.17247,0.182616,0.194529,0.208692,0.224644,0.239149,0.242437,0.213031,0.122621,0
0,0.000607658,0.0024715,0.00560564,0.0100247,0.0157138,0.0226296,0.0307051,0.0398525,0.0499654,0.0609189,0.0725696,0.0847562,0.0973016,0.110017,0.12271,0.13519,0.147285,0.158853,0.1698,0.180094,0.189781,0.198989,0.207911,0.216742,0.225504,0.233658,0.239294,0.237659,0.219146,0.169241,0.0809066,0
0,0.000845289,0.00324574,0.00710532,0.0123786,0.0190219,0.0269799,0.0361809,0.0465355,0.0579354,0.0702522,0.0833363,0.0970163,0.1111,0.125378,0.139627,0.153623,0.167145,0.17999,0.191987,0.203002,0.212943,0.221747,0.229339,0.235538,0.239858,0.241146,0.236946,0.222631,0.19089,0.134206,0.0565894,0
0,0.00101433,0.00381168,0.00820885,0.0141032,0.0214194,0.0300877,0.0400327,0.0511671,0.0633867,0.0765668,0.0905589,0.105189,0.120255,0.135531,0.150769,0.165708,0.180078,0.193614,0.206062,0.217185,0.226755,0.234537,0.240237,0.243408,0.243275,0.238449,0.226526,0.203708,0.165185,0.108308,0.0417319,0
0,0.00112088,0.00417445,0.00891624,0.0151979,0.0229165,0.0319902,0.0423425,0.0538919,0.0665433,0.0801811,0.0946639,0.109819,0.12544,0.141288,0.15709,0.17255,0.187349,0.201161,0.213654,0.224498,0.233351,0.239848,0.243545,0.243844,0.239859,0.230215,0.212831,0.18488,0.143598,0.0893105,0.0321594,0
0,0.00117403,0.00435303,0.0092537,0.0156963,0.0235592,0.0327541,0.0432083,0.0548506,0.0676001,0.0813557,0.0959877,0.11133,0.127175,0.143272,0.159326,0.175006,0.189949,0.20377,0.216069,0.226436,0.234446,0.239642,0.241497,0.239355,0.232329,0.219185,0.198245,0.167556,0.125839,0.0751461,0.0256874,0
0,0.00118143,0.00436633,0.00925054,0.0156375,0.0233976,0.032444,0.0427144,0.054154,0.0667016,0.080276,0.0947644,0.110012,0.125813,0.141909,0.157986,0.173681,0.188587,0.202266,0.214261,0.2241,0.231295,0.235335,0.23566,0.23161,0.222364,0.206869,0.183838,0.152023,0.111181,0.0643125,0.0211102,0
